index,product,helpful_count,total_comments,url,review_country,reviewed_at,review_text,review_rating,product_company,profile_name,review_title
898,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89,India,2020-02-22,Got it for best price! iPhone is love. <3 <3,5.0 out of 5 stars,Apple,Roy,Best purchase made by me ever!
899,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89,India,2019-10-27,The charger provided with this product Stops working suddenly and it’s only been 4 days that I received the product kindly get a replacement for the charger,5.0 out of 5 stars,Apple,Neerali Dodiya,Charger stops working suddenly
900,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-08-03,"Really awesome device. Have been using for about 2-3 months... secure, fast, and really user engaging. Yes, price is always a issue with apple devices but their devices make every penny worth it... at least this one does✌️",5.0 out of 5 stars,Apple,Prateek Sharma,Loving it ❤️
901,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-10-16,Best buy,5.0 out of 5 stars,Apple,Deepanshu Chawla,iPhone xr in just 45k for 128 gb
902,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-12-01,This phone iPhone XR is the best value for money it’s as hard as a metallic brick Feels solid elegant in your hand especially the red product I am totally happy with the device and would recommend it thanks Apple,5.0 out of 5 stars,Apple,ritu,Apples best buy phone
903,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2020-03-08,I was very happy with this phone. This battery had very long durability.Value for price. The quality of picture is very good it had 4K video up to 60fps . It is very good phone for those people who want an iPhone,4.0 out of 5 stars,Apple,Aemula Narsimulu,Very good phone
904,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2020-01-01,"It is one of the affordable iPhones. Speed and quality is same as XS, a little difference with regards to 3D Touch and camera.",5.0 out of 5 stars,Apple,Harshdeep Singh,Comparison with XS
905,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-07-23,"Face id unlock is awesome, battery backup is best of all iphones. Touch is butter smooth. U have to go by IOS user interface not like android UI this is the only con.",5.0 out of 5 stars,Apple,Jagadeesh palla,IPhone is Iphone
906,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-05-26,Best cam,5.0 out of 5 stars,Apple,Gagz,"Dont need to say it's an ""iphone"""
907,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-09-30,Obviously it’s an awesome product,5.0 out of 5 stars,Apple,SR,As expected!!!
908,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-10-07,I had this phone XR on deal 128gb n m happy now to have this AMAZON giving original Apple products thats what we want,5.0 out of 5 stars,Apple,Ushank,Awesome AMAZON
909,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90,India,2019-10-05,Got it during Festival sale with good discount from amazon India . Best iphone till date on every specs  with butter smooth ios and camera quality also looks good. Overall it's a good performing iPhone .,5.0 out of 5 stars,Apple,Ramprasad,iphon XR - extra R means real value for money
910,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-10-22,have ot for now 2 months and exceeds expectation,5.0 out of 5 stars,Apple,Suresh Oliver,No regrets..had i6 earlier and this beats it hollow.
911,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-06-19,If you are looking for an iPhone and your budget is around 50k-60k then you should definitely go with iPhone XR. It is the value for money iPhone. I've been using it for the past 3 days and I am really happy with its performance.,5.0 out of 5 stars,Apple,Karan Nagrecha,Best iPhone to buy
912,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-10-04,"Phone looks great, easy setup for existing Apple  users, camera is impressive with the additional modes. Overall totally satisfied with the purchase detailed review on battery after one month of use will follow.",5.0 out of 5 stars,Apple,Kumar G.,"Great product with smooth functionality, great start"
913,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-11-26,"This is the best phone anyone can buy given the price range. Had a little trepidation before buying it from Amazon given the comments of Amazon not being an authorised seller, but this product is worth a go!",5.0 out of 5 stars,Apple,Saif A.,Perfect iPhone!
914,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-10-11,Great phone,5.0 out of 5 stars,Apple,Ashik,Loved it
915,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2020-03-13,"Best Buy so far.. was sceptical about ordering online, fearing a faulty piece, but worth every penny.",5.0 out of 5 stars,Apple,Amazon Customer,Great product
916,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-12-29,"Good phone. Definitely worth the money. For me it was either one plus 7t or Iphone XR. Being an Iphone user for such a long time, i juat couldn’t go for one plus. Turns out to be the better decision.",5.0 out of 5 stars,Apple,Sumit Wankhede,Iphone XR - 64 GB
917,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-08-20,"Mobile is superfast same as amazons delivery speed. Camera is good, face unlock is fast and gets my face everytime",5.0 out of 5 stars,Apple,Skywalker,Very good
918,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-07-23,"Excellent phone, superb camera ,screen is extra large , processor is lightning fast",5.0 out of 5 stars,Apple,Rahul,Superb phone
919,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91,India,2019-12-21,What a powerful device delivery at time good packing. I am 15 year samsung user but apple is apple,5.0 out of 5 stars,Apple,MUKESH KUMAR,Great phne
920,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-10-18,Very good phone i was android user but first tym using ios and only want to say go for it don’t hesitate to shift from android to ios u will not be disappointed very good phone in apple series,5.0 out of 5 stars,Apple,Vishal,Awesome
921,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-11-06,"iPhone XR is a great phone on budget price, great camera but only lag is the battery life, that apple should work on.",5.0 out of 5 stars,Apple,Pradeep makhija,Excellent phone
922,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-10-16,It is a outstanding phone... I really like thise I phone... Camera quality is good moar than One + mobile... Battery life is very good... performance is very good... Overall Nice phone ... Plz buy it and enjoy,5.0 out of 5 stars,Apple,Nilesh Chopade,Outstanding mobile
923,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-11-06,"It’s a apple with great battery and user friendly,",5.0 out of 5 stars,Apple,Arpit,Just go 4 it
924,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2018-12-14,Very good,5.0 out of 5 stars,Apple,prafull kumar,Very good
925,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-10-19,Good product. Did not get any cash back even after buying through smart buy. Please resolve,4.0 out of 5 stars,Apple,shilpee,No cash back received after buying through smart buy
926,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2020-01-24,This is my 2nd Iphone (Previos one is Iphone 6) but this one is undoubtedly Perfect in all aspects whether it is face recognition or camera quality or batter life everything. That’s what I call a Smart Phone.,5.0 out of 5 stars,Apple,Piyush singh,Perfect ! Amazing !
927,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2020-02-10,"Face recognition is too good, front and rear camera quality is very cool, especially in night and yes battery life of iPhone XR is way too better than other iPhone series almost 7 to 8 straight hrs can be use",5.0 out of 5 stars,Apple,Aniket,A great value option
928,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-11-21,"Really like for display, battery life and operating comfortably.",5.0 out of 5 stars,Apple,parmar bipin,Great
929,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92,India,2019-08-17,Got it in 50k during sale. Overall an Excellent phone.😁,4.0 out of 5 stars,Apple,Ashish Kumar Jaiswal,Best apple device in the marker
930,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-09-30,"Awesome mobile brilliant quality performance good .thkq Amazon such beautiful mobile xr just go for it colour wise in India white,product red,,black and also yellow also awsome but Iam taken white colour .",5.0 out of 5 stars,Apple,Pardhu,Awesome mobile
931,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-10-13,Phone gets hotter while charging and while watching video. Has it been repaired and sold?,1.0 out of 5 stars,Apple,Lakshmi thiruvengadam,Battery gets hot while n use
932,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-12-06,I got XR with a great deal in Amazon and surprising this is awesome variant from Apple. Face ID works awesome and battery life is too good,5.0 out of 5 stars,Apple,Prabhu,Value for money
933,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-10-26,Camera is awesome. A single 12 M.P rear camera beats other 60 M.P Android’s camera.,4.0 out of 5 stars,Apple,Don't buy,Good to go
934,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-11-05,"It was very good, Face ID is much improved after updating to IOS13 version.",4.0 out of 5 stars,Apple,Rajesh R,Good Mobile
935,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-07-06,"I’m using this from 2-3 months now, with one sim it’s giving good battery backup but if you are using esim(dual sim) do not compare with android dual sim phone battery backup. Camera is good. Feels little bulky.",5.0 out of 5 stars,Apple,ravi tighare,Not so longest battery backup
936,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2020-03-07,The headphones stopped working after a month or so. There is no wear and tear. Touch screen is not Upto the mark.,3.0 out of 5 stars,Apple,Megha Raha,Not a great buy
937,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-11-04,Amazon did not provided the original bill of Apple Xr to me in soft copy at my email nor hard cooy to my house. Please provide the same at the earliest. Rest phone specifications lies between 2 to 3 star only.,3.0 out of 5 stars,Apple,Sudarshan kumar,Good phone but not up to the mark
938,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2020-03-14,awsm phone bwalll red color is best color bhailog ankh bnd krke phone lelo and sirf amazon se best online site amazon phone best awsm look awsm profomance 100/100 stars go fo it,5.0 out of 5 stars,Apple,aryan p.,best phone ever used ❤️
939,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93,India,2019-06-01,After using the phone for a week found it to be a great product.,5.0 out of 5 stars,Apple,Suresh Iyer,Very good product
940,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2019-08-05,"Nothing to dislike, the delivery was lightning quick. The product is great. Only, the weight is a little on the higher side",5.0 out of 5 stars,Apple,Vijayandranath Banerjee,A very Good Product
941,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2020-03-06,"Quality of mobile, camera, speed is very good. Very limited option as compare to android mobile. Battery life is not good",4.0 out of 5 stars,Apple,K. K. Singh,Quality mobile with limited option
942,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2019-11-18,"Little  heavy, not suitable for single hand use, front glass is shiny,",4.0 out of 5 stars,Apple,Shashi,Nice phone
943,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2019-11-13,Excellent product to buy. Camera clarity is amazing and outstanding.,5.0 out of 5 stars,Apple,Amazon Customer,Excellent phone for pictures
944,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2019-10-11,.Everything is good but not satisfied with battery backup.,4.0 out of 5 stars,Apple,Amazon Customer,Good but......?
945,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2020-02-25,Easy to handle. User friendly. This is my second Iphone and now addicted to iphone now.,5.0 out of 5 stars,Apple,janakiram,Worth for the money we spent for the device.
946,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2020-02-27,"Excellent face unlock, brilliant display, crispy photographs and outstanding battery life makes you pride owner.",4.0 out of 5 stars,Apple,Kishor Dey,Pride to be a owner
947,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2020-01-27,I m giving score in %,5.0 out of 5 stars,Apple,gagan,Running Stunning 🥳
948,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2019-10-15,Superb Camera,5.0 out of 5 stars,Apple,Prabhat Chaudhary,Excellent Phone
949,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94,India,2019-10-09,Delighted to purchase in this offer miss the day but still it’s good happy about the product only one thing is missing fingerprint sensor would have been great if it was there,5.0 out of 5 stars,Apple,srivathsa,Good
950,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-10-02,"I personally say, Amazing bhaishab superb superb phone its original , all thing superb",5.0 out of 5 stars,Apple,Rajveer kumar,Machayenge iphone
951,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-06-13,Really good and got it at best price with hdfc card,5.0 out of 5 stars,Apple,haravinthan,Worth it
952,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-10-01,"Osm osm, using since oct 2019 and till now the battery health didnt got reduced",5.0 out of 5 stars,Apple,M VENKATA RUTHVIK RAJA,Best phone by apple
953,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-08-09,This is best iPhone ever. Amazing camera quality and as usual the speed of Apple is unprecedented. Battery life is superb and It can go on without charging for 1 and half day with moderate Internet use.,5.0 out of 5 stars,Apple,Amit Tiwari,Best ever from Apple
954,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-07-20,"Everything is perfect,after all its apple ,but about the seller the packaging was very poor for such an expensive product.",5.0 out of 5 stars,Apple,AK,It’s apple
955,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2020-01-01,Must buy from amazon.Sealed packed perfect iphone delivered.,5.0 out of 5 stars,Apple,Akash Agrawal,Must buy
956,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-10-07,"Got this for 38,000 during great indian festival. Best value for money iphone for sure. Great battery backup and camera. And iOS !! An iphone is an iphone !",5.0 out of 5 stars,Apple,Amazon Customer,Best iphone with value for money!
957,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-07-20,As usual Apple hasn’t disappointed with their iPhones. Got it in Amazon sale and it is worth the bargain. Happy with how the device functions. Upto my expectations,5.0 out of 5 stars,Apple,Ajitav Padhi,iPhone Rocks
958,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-10-02,Got the genuine product. The product is the best and bought it during the Amazon sale and got the Best deal for the best price.  Camera is the best in the business.,5.0 out of 5 stars,Apple,Vijay Kumar,Best product for the best price
959,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=95,India,2019-10-24,Lovely mobile looks and performance,5.0 out of 5 stars,Apple,Niki,Really awsome
960,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2019-09-23,"You know already everything about XR, best budget phone it is.",5.0 out of 5 stars,Apple,Sumit Shey,Best budget iPhone
961,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2019-10-02,I got this delivered in one day,5.0 out of 5 stars,Apple,vinod babu,Value for money
962,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2020-01-22,Best phone ever! The battery life is too good! And for gaming this phone is awesome 😎,5.0 out of 5 stars,Apple,Priyanshu khurana,Awesome phone
963,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2020-01-10,my Apple xr mobile was not working and camera not working networks problems and charging problem so west Apple xr and amazon Apple mobiles it s a duplicate mobiles not a originals,1.0 out of 5 stars,Apple,Rajesh,It s a not original Apple mobile
964,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2019-11-09,Excellent product with good quality of pictures and fingerprint reader . Face ID feature is added security feature. Battery life not as per expectation but still comparatively good .,4.0 out of 5 stars,Apple,sunil verma,Excellent product
965,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2019-11-04,Got this at best offer. Nice phone,5.0 out of 5 stars,Apple,Mahesh Babu,Apple
966,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2019-08-24,I bought 1 iphone xr. I want to know that how i feel vibrate in i phone.,4.0 out of 5 stars,Apple,sandip,I phone vibrate mechanism with ring
967,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2020-01-16,"Amazing phone with superb processor ,face recognition is very responsive battery backup is great , amazing build quality, screen quality is okay not bad but at this price point quality could be better.",5.0 out of 5 stars,Apple,Samir k singh,"Superbbbb "" beast"" iphone"
968,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2019-05-07,Awesome phone. If you can’t afford a lakh phone then this is the best choice. Battery back up is pretty much 2 days. The face recognition is super fast.,5.0 out of 5 stars,Apple,Gaurav G.,Awesome phone with great battery
969,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=96,India,2020-03-01,Awesome purchase great upgrade from 6s. Awesome battery life awesome performance. Truly loved it and quick delivery makes the service from amazon awesome.,5.0 out of 5 stars,Apple,Koushik ghosh,Upgrade from 6s to XR
970,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=97,India,2020-03-01,I am missing my android. Nothing good about this phone except camera.,3.0 out of 5 stars,Apple,Roohdaar,Not a fun phone like andriod
971,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=97,India,2019-11-19,Great phone for the price. Performs really well compared to the higher end phones at the same segment . Camera perform fantastically and has face recognition for unlocking the phone,5.0 out of 5 stars,Apple,srajan,Great apple budget phone
972,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=97,India,2020-01-20,Received in excellent condition and very happy,5.0 out of 5 stars,Apple,Amazon Customer,Jjitendra Patel
973,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=97,India,2019-06-09,"LCD screen and little heavy are the only two drawbacks of this classic phone.Rest all like camera,speed,battery life are awesome.",5.0 out of 5 stars,Apple,pratik gupta,I Phone For All !!
